"respondent_id","report_yr","report_prd","spplmnt_num","row_num","lambda_calc_desc","lambda_calc_desc_plain","lambda_calc_desc_f"
119,2011,12,0,100,,"Hydro power is the foundation of Avista's electric generation system,a system lambda is not calculated. In Avista's Balancing Authority area demand is not followed using Thermal generation resources. Thermal generation resources are dispatched on a base load basis.",0
233,2011,12,0,100,,"Calculation of System lambda

The goal of economic dispatch is to match electric power resources with electricity demand in near real-time on a least incremental cost basis.  For a given system generation requirement, the cheapest operating point occurs where the incremental power cost (lambda) for each controllable unit is equal.  The mathematical derivation proving the merits of equal lambda dispatch may be found in most power system analysis text books.  The controller must therefore be able to find the right system lambda and the desired generation of each unit at that lambda.

Economic (equal lambda) dispatch at Progress Energy Carolinas is achieved with the use of unit incremental heat rate curves, fuel costs, emissions costs and penalty factors for transmission losses.  The incremental cost curve for each generating unit is the product of the incremental heat rate curve (that considers emissions per MBTU of heat input) multiplied by the unit fuel cost and adjusted by the penalty factor to account for transmission losses.  While attempting to maintain an ACE in compliance with applicable NERC Reliability Standards and such as not to be a burden to the Interconnection, thus fulfilling the Balancing Authority function, each unit’s incremental cost curve is set equal to the system incremental cost (lambda) to determine the desired unit output (MW).  As load increases and generation increases to achieve the desired ACE, a new system lambda is selected in order to match generation with load.  An iterative process of selecting lambda and determining unit output until ACE is achieved within the desired acceptable range is employed constantly on the Energy Management System.  As load diminishes, generation is reduced to balance resources with demand to achieve an ACE in the desired acceptable range.  Here again, a new system lambda is selected and unit incremental cost curves evaluated to match generation with load.
",0
238,2011,12,0,100,,"Our control area hourly system lambda was ""N/A"" for all hours during calendar 2011.

Demand following for our control area is dispatched according to the capability of a single dispatchable resource (Wells Hydroelectric Project), and therefore does not involve an economic dispatch algorithm.",0
211,2011,12,0,100,,"Day-Ahead Market (DAM)

The DAM sets prices as of 11:00 AM the previous day (thus the term day-ahead) based on generation and energy transaction bids that were offered in advance to the New York Independent System Operator (""NYISO"").  DAM prices are determined on an hourly bases for each of the state's eleven zones and for the four neighboring area (New England, Hydro Quebec, Ontario Hydro and PJM).  Typically more that 90% of energy transactions processed by NYISO occur in the DAM.  A software program called Security Constrained Unit Commitment (""SCUC"") determines the amount of energy expected to be needed within the state for each day.  NYISO will schedule the generating units that can most economically satisfy the energy needed to supply customers' demand and allow a sufficient reserve for contingencies.  The New York Marginal Cost of Energy is the base price that NYISO must pay to obtain the needed energy.  This base price is determined at the NYISO reference bus, so named because it is the reference against which losses, congestion, shift factors, penalty factors and other system mathematical quantities are calculated.  It is physically located at the March 345 kV substation in Marcy, NewYork.  In transmitting energy across the state, there are additional costs for the electric losses and sometimes for congestion when transmission lines become overloaded.  The DAM zonal Local Based Marginal Prices are determined by adding the marginal cost of energy, the marginal cost of losses and the marginal cost of congestion.

Source:  http://ww.nyiso.com/public/products/energy_market/index.jsp",0
138,2011,12,0,100,,"LUS base loads with its dynamically scheduled 50% share of Rodemacher Unit 2 that is operated by CLECO.  LUS supplies the remaining requirements from its gas units and/or purchases.",0
210,2011,12,0,100,,"NPC does not have an EMS system that contains an hourly system lambda algorithm. The hourly incremental costs that we have provided are based on the higher cost of either the system generation or the market price proxy.  NPC’s market price proxy is based on the Mead/Marketplace Index price shaped by the Palo Verde hourly index.",0
237,2011,12,0,100,,"The District operates a purely hydroelectric system, with no fossil fuel fired generation resources.  The District's resources include the Rocky Reach and Rock Island projects, which are purely run of the river, as well as the Lake Chelan project which has some seasonal storage capability.  The District operates the hydro system to minimize losses due to spill and maximize generation gives river operational constraints and native load.

There is no calculated system lambda for the District's system due to the near zero incremental cost of dispatch of the hydro system.  The order of dispatch of the projects depends on hydro conditions at each project, the probability of spill, andsystem load requirements.  Typically, any generation surplus to native load and contractual requirements which can't be stored is sold into the wholesale market, and any shortfalls are met through purchases from the market.",0
263,2011,12,0,100,,"TVA's lambda is the average of the top 100 MW of dispatchable generation being used to serve TVA's customers. Data used to calculate lambda include fuel costs, variable operating and maintenance costs, and heat rate of the units. Lambda is calculated once a minute and integrated over a one hour period for reporting purposes.",0
236,2011,12,0,100,,"PNM Balancing Authority Economic Dispatch

Since there are no agreements for PNM economic dispatch of non-PNM generation resources within the PNM Balancing Authority, each utility within the PNM Balancing Authority independently performs economic dispatch of their own generation resources.  The majority of PNM Balancing Authority generation resources belong to PNM.  PNM generation resources are economically dispatched as follows:

PNM purchases under long term PPA (Prior Purchase Adjustment), the entire output of the Taiban Mesa Wind Farm (204 MWs).  This resource is dispatched as must take.

PNM Palo Verde nuclear generation is the lowest cost PNM generation resource.  It is also very undesirable to curtail Palo Verde nuclear generation from a plant operations perspective.  Therefore, PNM Palo Verde generation is always run at its full capability. 

PNM San Juan generation is typically the next lowest cost PNM generation resource.  That generation is on Automatic Generation Control to follow swings in PNM area control error (ACE).   PNM ownership of San Juan units is spread over four units.  PNM's Energy Management System (EMS) is equipped with an economic dispatch function.  

PNM Four Corners generation is usually PNM's next resource in the dispatch stack.  It does not provide AGC, it is typically fully loaded, except when the spot market is lower than the Four Corners incremental cost.    

PNM owns one third of the Luna Energy Facility.  This is a two on one combined cycle gas unit with an optimum heat rate of 7200.  This Luna unit is on Automatic Generation Control (AGC) and is dispatched in economic basis after the SPS contract.

PNM owns 100% of the Afton Power Plant.  This plant is a one on one combined cycle gas plant with an optimum heat rate of 7200.

Lordsburg Generating Station is a gas only turbine located in southern New Mexico, owned and operated by PNM.  It is started for load, regulation or for spinning reserves resources, provided transmission is purchased to the delivery point, and for energy sales, if its operating costs are within the range of spot market costs.

PNM Reeves is a gas plant located in Albuquerque.  It is started for load, for spinning reserves resources, for loadside used for transmission support, for conditional firm transmission sales, and for energy sales, if its operating costs are within the range of spot market costs.

Valencia is a gas plant located south of Albuquerque.  Its total output is purchased by PNM.  It is started for load, for reserves, for load side used for transmission support, to support conditional firm transmission sales, and for energy sales.  It is typically dispatched after Reeves and before Delta.  However, Valencia can come online much more quickly than Reeves, so in the event of a unit trip, Valencia may be brought online instead of Reeves.  

Delta-Person is a gas/oil plant located in Albuquerque.  Its total output is purchased by PNM and is dispatched economically, usually after Valencia generation. When on line, Delta-Person is on Automatic Generation Control to follow swings in PNM area control error (ACE).  It is started for load, to support conditional firm transmission sales, or for loadside used for transmission support.  It can also be brought online to recover from a unit trip; in such cases it may be brought online before Reeves or Valencia. 

In 2011, 22 MWs of Solar generation were added to PNM’s renewable generation portfolio.  The Facilities are geographically dispersed throughout PNM’s Balancing Authority area.  While these resources are not economically dispatched, they are included in daily unit commitments.  

Albuquerque Reeves Solar, 2 MW’s
Los Morros Solar, 5 MW’s
Deming Solar, 5 MW’s
Alamo Solar, 5 MW’s
Los Vegas Solar, 5 MW’s


PNM System Lambda Calculation

Since PNM is not able to economically dispatch non-PNM Balancing Authority generation resources, the System Lambda calculation only includes PNM generation resources.  If generation resources having an incremental fuel cost less than the calculated San Juan lambda are being curtailed, the PNM Real Time Power Trader manually schedules the lower cost resource to replace the higher lambda San Juan resource.  The calculated San Juan lambda value is manually replaced with the lower value.  If the PNM San Juan generation resource is fully scheduled, except for unloaded capacity needed for regulation and spinning reserves, and PNM is using generation resources having a higher incremental fuel cost (such as purchased energy with a higher cost than the San Juan lambda), the PNM Real Time Power Trader replaces the previously calculated lambda value with the cost of the next incremental generation resource available to PNM.
",0
118,2011,12,0,100,,"AECI does not store or calculate System Lamda in real-time.",0
163,2011,12,0,100,,"The Empire District Electric Company determines system lambda by finding the highest cost energy used each hour by the Company to meet its system load.  This can either be purchased from another company or the highest cost generation (on an incremental basis) the Company had on-line during that hour.

Shanna Boyes
Supply Management Accountant",0
142,2011,12,0,100,,"The Cleco Power LLC System Incremental Cost (""CPIC"") shall be determined to be the cost to produce the next megawatt of energy after all load responsibility within Cleco Power's Balancing Authority Area is satified.

Procedure:
The analysis consists of evaluating the actual hourly balancing authority area energy requirements and its corresponding purchases and generation dispatch so that the sum is zero.  Once this requirement is met, an additional energy requirement of 1 MWh is analyzed.  Gentrader, Power Cost Incorporated optimization and economic dispatch algorithm software is loaded with the actual hourly balancing authority area energy requirements and its corresponding purchases and generation dispatch values to determine the incremental costs of the next megawatt hour.  Corresponding fuel costs which include generator specific natural gas delivered costs and monthly solid fuel costs are included in the analysis.  The incremental heat rate curve for each generator is utilized so that the cost produced depends on the hourly efficiency and operating level of the generator.",0
139,2011,12,0,100,,"Description of Economic Dispatch:  Balancing Authority load is followed by hydro generating units January through December.  Real-Time Energy Traders manage the operation of the bulk power supply system.  The energy traders optimize the resource portfolio by directing, in real-time, the operation of Tacoma’s owned generation, adjusting power supply contracts and conducting wholesale power transactions to ensure that the power supply obligations of Tacoma’s customers are met in the most economical and cost-efficient manner.",0
321,2011,12,0,100,,"MISO does not specifically calculate System Lambda. However, MISO is providing a System Lambda proxy on the following basis. The Marginal Energy Component (MEC) which is a component of the Locational Marginal Price (LMP) reflecting the cost of energy for the next MegaWatt(MW) that is necessary to clear the system demand based on the available and operating generation resources. MEC reflects the energy and operating reserves prices. MEC is calculated for each dispatch interval and it is basically the same across the MISO footprint. The provided time weighted hourly MEC is the MISO Real time Ex Post MEC.",0
164,2011,12,0,100,,"Economic Dispatch is an Automatic Generation Control (AGC) function used by ESCA EMS to determine the optimum loading of generating units in order to meet the system generation requirement. It takes into account unit operational constraints, incremental generation costs, incremental transmission losses, and reserve requirements.
A classical Lagrangian multiplier optimization algorithm is used to determine the loading of each dispatch-able unit to meet the net generation requirement while minimizing the overall system incremental costs. System Lambda is the cost to produce the next MW from this point. The System Lambda we are providing is calculated at the top of the clock hour.
The incremental costs curve (ICC) is calculated from its incremental heat rate curve, and fuel cost.",0
185,2011,12,0,100,,"
ISO New England calculates locational marginal prices rather than system lambda. Locational Marginal Price (LMP) is
defined as the marginal price for Energy at the Location where the Energy is delivered or received and is made up of
three components: the Energy Component, the Congestion Component and the Loss Component.

LMPs result from the application of a linear optimization method to minimize energy, congestion, and transmission loss
costs, given system conditions and constraints, while satisfying energy and operating reserve needs for the entire New
England Control Area. The process yields the three components of LMPs:

	LMP ($/MW) = Energy Component + Loss Component + Congestion Component

The Energy Component is based on unit-submitted supply offers for generating an amount of MWh for a particular hour.

The Energy Component is the same for all locations. The Loss Component reflects the marginal cost of system
losses specific to each Location, while the Congestion Component represents the individual location’s marginal
transmission congestion cost as impacted by all binding constraints including local Operating Reserve
Requirements in Real-Time.
",0
228,2011,12,0,100,,"PacifiCorp does not calculate a system lambda.  The PacifiCorp West balancing authority area carries a significant amount of its regulating margin on hydro resource, which do not have a fuel pricing componenet to contribute to a meaningful system lambda.  The PacifiCorp East balancing authority area utilizes the same hydro resources as incremental regulating margin through dynamic transfers, also precluding a meaningful system lambda calculation.",0
229,2011,12,0,100,,"PacifiCorp does not calculate a system lambda.  The PacifiCorp West balancing authority area carries a significant amount of its regulating margin on hydro resource, which do not have a fuel pricing componenet to contribute to a meaningful system lambda.  The PacifiCorp East balancing authority area utilizes the same hydro resources as incremental regulating margin through dynamic transfers, also precluding a meaningful system lambda calculation.",0
157,2011,12,0,100,,"Annual Control Area and Electric System Report

For the Year Ending December 31, 2011


Part II - Schedule 6.  Control Area System Lambda Data
Description of Economic Dispatch - System Lambda


Duke’s approach to economic dispatch involves the iterative process of evaluating system incremental costs, unit generation levels, and system load requirements.  The theory behind economic dispatch is to operate the generation units at an equal incremental cost (adjusted for transmission losses) to minimize system costs.  The process is conceptually described as follows:
Select a system incremental cost to evaluate based on system load requirements.
Use the selected system incremental cost to calculate unit incremental costs using unit penalty factors.  Unit penalty factors relate unit generation levels to system transmission losses.
Calculate unit generation levels using the unit incremental cost and unit incremental cost curves.
Sum up unit generation levels to get system generation.
Compare system generation to system load requirements.
If system generation is less than system load requirements, select a new system incremental cost that is greater than the previous system incremental cost.  If system generation is greater than system load requirement, select a new system incremental cost that is less than the previous system incremental cost.
Return to step 2 and continue the process.

Once system generation equals the system load requirements (within a small deadband), the economic dispatch process is complete.  The last system incremental cost is system lambda, and the last unit generation levels are the optimal generation levels.
",0
171,2011,12,0,100,,"Florida Power & Light Company uses Economic Dispatch (ED) to allocate generation in a real-time optimal manner among the committed units to minimize fuel production costs.  The ED algorithm is based on the method of LaGrangle multipliers using an iterative solution to minimize the cost of delivered power and to calculate system lambda.",0
235,2011,12,0,100,,"Public Service Company of Colorado calculates system lambda using incremental heat rates, fuel costs, and a dispatchable part of the variable O & M of the generators.  The minimization of the incremental cost (economic dispatch) is performed as part of the automatic generation control of the Control Area.  All units on control participate in economic dispatch.

",0
247,2011,12,0,100,,"Currently, Seattle City Light (Seattle) does not use a classic lambda formula to dispatch its hydroelectric resources to maximum efficiency. The Seattle Energy Management System uses an arbitrarily set water worth value to derive a system lambda which feeds the Economic Dispatch function.  The water worth values are set to essentially place more value on the water of an upstream dam than a downstream dam as the water can be passed through multiple generators. The Economic Dispatch function uses generator performance curves to allocate generation in the most economic manner for those units that are in the economic dispatch mode.  As Seattle’s generators and plants on the Skagit project are not hydraulically matched and there are seasonal flow constraints for fish protection, not all units can be operated in the economic dispatch mode. Seattle normally strives to fully utilize its hydro storage and peaking capability at both its Boundary and Skagit Projects.  During the light load hours, we normally take in lower priced energy into our system, operate our Skagit Project to near minimum license requirements (fish flow minimum), and completely shut down our Boundary Project.  With the exception of the spring run off season, Boundary's entire daily inflow is used to generate only during those sixteen heavy load hours and not the entire day.
",0
125,2011,12,0,100,,"The CAISO operates its control area through forward energy schedules and the operation of an imbalance energy market, plus reserve/ancillary service markets (to cover generation and transmission contingencies).  Suppliers provide the CAISO real-time energy bids that are used by the CAISO to match supply and demand every 5 minutes in a least cost manner.

Because energy bids do not necessarily reflect system marginal costs, the CAISO does not have true system lambda information.  Therefore, the CAISO will not be submitting system lambda data as part of this FERC 714 filing.  (In previous years, the CAISO had provided a formulated estimation of system lambda data; upon closer review of Form 714 instructions, this was not appropriate.)  Though not a true system lambda, historical real-time energy price information is available on the CAISO's OASIS website at http://oasis.caiso.com, under ""Real Time Information"".",0
188,2011,12,0,100,,"Kansas City Power & Light Company (""KCP&L"") no longer performs the economic dispatch function. The Southwest Power Pool RTO (""SPP"") calculates economic dispatch for KCP&L and the other balancing authorities within the SPP Market Tariff Region. The KCP&L balancing area is only responsible for regulation dispatch (regulation up/down services), which is limited to a small number of regulating units. Since KCP&L does not perform this function, a real-time system lambda is not recorded for the KCP&L system. Therefore, KCPL&L uses an after-the-fact calculation of marginal costs to estimate the incremental cost of the last MW for load (absent sales) which can be supplied by either internal generation or purchased power.
",0
113,2011,12,0,100,,"KCP&L-Greater Missouri Operations Company (""GMO"") no longer performs the economic dispatch function. The Southwest Power Pool RTO (""SPP"") calculates economic dispatch for GMO and the other balancing authorities within the SPP Market Tariff Region. The GMO balancing area is only responsible for regulation dispatch (regulation up/down services), which is limited to a small number of regulating units. Since GMO does not perform this function, a real-time system lambda is not recorded for the GMO system. Therefore, GMO uses an after-the-fact average cost-based calculation to derive a lambda that is as representative of lambda as can be determined.
Calculation of the system lambda for GMO is done through the following steps:
Determine all generation and purchases used to serve GMO load. 
Exclude Minimum loading on Units. 
Exclude Long Non-Variable scheduled Energy. 
Determine the Highest priced MW remaining which served GMO load. 
",0
239,2011,12,0,100,,"Public Utility District No. 2 of Grant County operates on a single hydro-based system, the Columbia River, and therefore, does not require an houly System Lambda.",0
230,2011,12,0,100,,"Description of LMP data for Part II Schedule 6 by zones																									
Hourly data provided for Market Hubs:														
	Western Hub												
		Pricing Hub for PJM MidAtlantic & AP zones									
		Eastern Standard Time - January 1, 2011 - December 31, 2011												
	N. Illinois Hub											
		Pricing Hub for PJM ComEd zone										
		Eastern Standard Time - January 1, 2011 - December 31, 2011												
	AEP and Dayton Hub												
		Pricing Hub for PJM AEP & Dayton zones									
		Eastern Standard Time - January 1, 2011 - December 31, 2011												
	Dominion Hub												
		Pricing Hub for PJM Dominion zones										
		Eastern Standard Time - January 1, 2011 - December 31, 2011												
LMP Hourly information available online on PJM Web site under Markets area 							
	LMP data			(look for 2011 prefix for each file)								
	Monthly LMP		(full set of monthly LMP data)								
	http://www.pjm.com/markets/jsp/lmpmonthly.jsp													
",0
261,2011,12,0,100,,"Data is based on Central Standard Time (CST). Sunflower currently does not run under Economic Dispatch, therefore Lambda is not calculated. We basically use one unit. All Lambda values are zero.",0
252,2011,12,0,100,,"SMEPA utilized the latest version of the GE XA-21 control system software to calculate system lambda and to provide economic dispatch. The system uses unit heat rate curves to calculate unit costs. Those unit costs and purchases are
used to calculated system lambda.",0
194,2011,12,0,100,,"EIA 714 Annual Control Area and Electric System Report
 The Year Ending December 31, 2011

Part II - Schedule 6. Calculation of System Lambda


System lambda for the gas fired thermal units is calculated hourly, based on the input/output characteristics of the generating units on-line that day and the current natural gas market price including variable interstate and intrastate costs.

The gas fired system lambda is compared with the variable cost of available energy purchases, coal and nuclear generation, and conventional and pump storage hydro generation.  

Also taken into consideration are transmission system wheeling charges and losses to the load center, and variable operation and maintenance costs.
",0
122,2011,12,0,100,,"",0
253,2011,12,0,100,,"FERC FORM 714

Annual Electric Control and Planning Area Report
For the Year Ending December 31, 2011
Schedule VI

Description of Economic Dispatch


The Southern Company system lambda is determined hourly and is based on the variable
costs of the resources that serve the load obligations of the Operating Companies plus any
sales to third parties.  The variable costs of the resources include the components listed
below, and may also reflect the cost of purchases.  The economic dispatch formula used
to dispatch Southern’s generating resources on the basis of their variable cost components
is as follows:

l  =  [ { (  2aP + b ) * ( FC + EC ) } + VOM + FH ] * TPF

	Where:
	l  	= System lambda
	a, b	= Incremental heat rate coefficients
	P	= Generation level
	FC	= Marginal replacement fuel costs
	EC	= Marginal replacement emission allowance costs
	VOM	= Variable operations and maintenance expenses
	FH	= In-plant fuel handling expenses
	TPF	= Incremental transmission losses (penalty factors)
",0
180,2011,12,0,100,,"Idaho Power Company’s electric generating resources are comprised of a mix of approximately ½ hydro-electric with the balance comprised of thermal generation and market purchases. We have 47 hydro units located at 18 plants, and shares of 7 coal-fired thermal units at 3 plants. Idaho Power also has 4 natural gas-fired simple cycle combustion units at 2 plants.
Our thermal resources are dispatched on a monthly or weekly basis, depending upon the season. They are typically base-loaded, providing energy to the system. This thermal energy is then shaped with our controllable hydro-electric generating units. These hydro resources provide essentially our entire load following, and as such, we do not calculate an hourly system lambda.
At the present time, Idaho Power’s computerized economic dispatch function is limited to dispatching hydro units to utilize the maximum amount of water at each plant. Cost information is not a factor in this determination. Load frequency control is performed primarily with generators at only two of our large hydro projects. The balance of our hydro projects are usually operated as either run-of-river or re-regulating plants.
",0
182,2011,12,0,100,,"								Imperial Irrigation District
								System Operation Control
								333 E. Barioni Blvd.
								Imperial, CA 92251
								760-339-0574

June 1, 2012

Federal Energy Regulatory Commission
Form No. 714
Room 8F-01
888 First Street, N.E.
Washington, DC 20426



Subject:		Description of Economic Dispatch

Dear Sir or Madam:

Our system lambda is calculated using the individual incremental heat rate curves for each unit and the fuel cost. The system Lambda data we have provided for 2011 includes data from January 1, 2011 to December 31, 2011. We have inserted “NA” in places where we do not have data due to system problems. 

Sincerely,



Alma L. Montoya
Financial Accountant
",0
209,2011,12,0,100,,"After April 1, 2009, NPPD joined the Southwest Power Pool and Market.  Since joining the SPP market, the NPPD units are deployed by dispatch signals from the SPP Market system.  The market algorithm used by the SPP Market dispatches units based on price and transmission constraints rather than a system lambda.  The dispatch is based on the entire SPP transmission pool rather than a Balancing Authority basis.  This allows for units to be redispatched to correct for regional transmission corridor constraints.",0
251,2011,12,0,100,,"
Page No. 7b.1 The 2011 system Lambda was estimated from hourly integrated generation from each unit and that unit's
	    incremental heat rate curve.",0
272,2011,12,0,100,,"Balancing Authority Area System Lambda Data - We do not calculate or assign a system Lambda to our Hydro Units.

Each day we are given a total release requirement for each of the Corp of Engineers (COE) and Bureau of Reclamation hydro plants.  We have the ability to schedule hourly releases at these plants while adhereing to the individual plant operating orders that are in place for environmental or operational considerations.  We strive to hit the individual plant release target level.  The COE does give us plus or minus tolerances for each of the plant target numbers.  We can deviate by the tolerance amounts to meet our loads.  These releases are set to keep the river system reservoirs in a balanced condition.  

Note for page 7:  Load following is done by the hydro units.

Note for page 9:  Hourly demand and forecast data is WAPA's data only.",0
275,2011,12,0,100,,"Balancing Authority Area System Lambda Data - We do not calculate or assign a system Lambda to our Hydro Units.

Each day we are given a total release requirement for each of the Corp of Engineers (COE) and Bureau of Reclamation hydro plants.  We have the ablility to schedule hourly releases at these plants while adhereing to the individual plant operating orders that are in place for environmental or operational considerations.  We strive to hit the individual plant releases target numbers.  The COE does give us plus or minus tolerances for each of the plant target numbers.  We can deviate by the tolerence amounts to meet our loads.  These releases are set to keep the river system reservoirs in a balanced condition.

Note for page 7:  Load following is done by the hydro units.

Note for page 9:  Hourly demand and forecast data is WAPA's data only.
",0
243,2011,12,0,100,,"SMUD does not utilize a strict economic dispatch system of its resources nor does it record system
lambda values. Energy Trading estimates the costs of dispatchable resources, including the ""shadow
price"" for its hydrological resources.

More specifically, the Energy Trading Group evaluates and develops optimal hourly schedules for the
coordinated operation of thermal, hydro, and off-system electric power resources. Considerations
include hydroelectric generation scheduling and optimization; natural gas utilization and emissions
requirements; evaluation and optimization of short-term and seasonal power purchases; and sales
opportunities.

Within physical, contractual, and regulatory constraints, portfolio scheduling decisions are optimized
through either least-cost or maximum-value economic criteria. Shadow prices are developed for
energy-limited resources such as hydro, emission-constrained thermal, and some purchase
contracts. These prices reflect monthly, daily, and hourly market conditions depending on expected
time-of-use of the resource.

Dispatch of thermal generation is driven primarily by daily changes in natural gas and electric market
conditions, and changes in system conditions including generation and transmission infrastructure.",0
234,2011,12,0,100,,"		
		November, 2005




		Note on Method of System lambda:

		The system lambda value is calculated by the Economic Dispatch function every two
		minutes or on user demand with a maximum request frequency of four seconds.  The
		calculation seeks to minimize generator fuel costs and transmissions system MW losses
		subject to the system power balance constraint using a LaGrande multiplier method.
		The system lambda is a value of the LaGrange multiplier when the system fuel total
		is minimum.",0
133,2011,12,0,100,,"METHOD OFCALCULATION

The coordination equations to be solved by EDC are:

(CJ* df/dpj + Imj) * PFj = LAMBDA

Where: 	Cj 		=Fuel cost for th jth unit.
	dfj/dpj		=Incremental heat rate for the jth unit.
	IMj		=Incremental maintenance cost for the jth unit.
	PFj		=Penalty Factor for the jth unit.
			  Used to bias entire unit cost.
	LAMBDA		=Incremental cost of supplying power to a hypothetical load center of the area.

In addition to the coordination equations, the following power balance equation must be satisfied:

SUM OF Basepoints of 
               dispatched		=SUM OF		Actual generation of dispatched units (at beginning of dispatch)
              
               generation		+ SUM OF		rate-limited difference between base points and current generation of units on ramp, base load, or base load and regulating

			+DC
Where: DG is normally FACE, but is limited to the maximum MW all units on control may move during the interval between EDC executions.  DC always has the same sign as FACE

The EDC routine consists of an inner and outer loop.  The inner loop is a binary serach routine for solving the coordination equations in order to obtain base points for a fixed value of LAMBDA.

During this solution it is necessary, of course, to recognize the high and low ecomonic limits and the calculated high and low rate limits.  Once the base points have been determined an outer loop calculation is made to see if the power balance equation is satisfied.  If not, LAMBDA is adjusted, the inner loop is then reentered and a new set of base points calculated. 

This proceedure will continue until one of these conditions is met:

1.  Both the coordination equations and the power balance equation are satisfied to within specified tolerances.

2.  Either the coordination equations or the power balance equation does not converse because of numerical or physical problems.  In this case a message is sent to the system console.

Assuming that a valid solution is obtained, the ecomonic participation factors are computed for those units  which are to follow load.  The base points and exonimic participation factors (for the load following units) are then updated for use by the AGC routines.  The ecomonic participation factors for the units which are not load following are set to zero.

Economic participation factors are calculated by assuming that the slope of the LAMBDA versus genration curve is constant over a short range.  The load is increased by a percentage.  DELEDC, and a new dispatch is made.  Ecomonic participation factors for load above thesum of base points are then calculated:

UEPFUPj = (change in unit j generation)/(change in system load)

The load is then decreased to the same percentage below its original value, and a new dispatch is made.  Ecomonic participation factors for the load below the sum of base points are calculated in the same way as the increasing ones.

EDC utilizes the Auto-Ranging Binary Search method.  It operates by dividing the search region into two, deciding which half the desired result is in, dividing that half into two, and so on until a solution is obtained.  Starting with the desired generation DESGEN (=sum of all generatin from telemetry + FACE) and an initial value of LAMBDA (usually the value from the last EDC),the calculation proceeds until the error (MWn-DESGEN) is less than a set fraction of DESGEN.  This fraction, ERRTWP< resides in the database.

The binary search algorithm will always work for the Economic Dispatch Calculation when given a realistic set of conditions.  Discontinuous heat rate curve is also supported.  Discontinuous curves have slopes that are infinite at certain points. 

",0
240,2011,12,0,100,,"Puget Sound Energy’s (PSE) balancing authority does not have a system lambda.

Resources in PSE’s balancing authority are efficiently dispatched based upon market condition, resource flexibility or PSE balancing authority requirements.  Take-or-pay contracts, run of river hydro, and intermittent renewable resources are generally dispatched to operate on an as available basis.  Next, flexible hydro resources, coal fired resources, and thermal generation (combined cycle and simple cycle units) are dispatched based upon their marginal cost in response to market prices to meet PSE balancing authority reliability requirements.  Finally market transactions are utilized to meet system demand or to displace higher cost resources within the PSE resource stack.
",0
141,2011,12,0,100,,"City Utilities participates in the Southwest Power Pool Energy Imbalance Services (EIS) market.  As part of our participation, we provide a cost curve for each one of our generating resources and SPP Market Operations calculates an economic dispatch among all EIS Market Participanting generators and transmits dispatch instructions to the most economic generators in the market which can reliably serve the load within the EIS market footprint.",0
266,2011,12,0,100,,"System Lambda is the unit cost of generating the next MW increment of energy among the economic generators. Economic Dispatch Control is part of the AGC program. Unit Lambda is determined for each generator on line as the cost of generating the next MW increment of energy at the current operating output. The instantaneous System Lambda is the Unit Lambda among the units on line, recalculated at each EDC execution. Hourly average System Lambda values are tallied at hour end.",0
